! Stikord !! Side !! Sektion !! Lyd
| Bogstav: A || 207 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-A.mp3</html5media>
| halsbrand  || 88 || [[6_Lunger_og_luftveje#Brystmerter|6.1.5]] || 
| halsbrand  || 99 || [[7_Mave-tarm-systemet#Halsbrand_(pyrosis)|7.1.3]] || 
| halsen  || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || 
| halsen  || 165 || [[11_Centralnervesystemet#Hoved,_hals_og_rygsøjle_(cranium,_collum_et_columna_vertebralis)|11.2.4]] || 
| halsvenestase  || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || 
| halsvenestase  || 75 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| hammertå  || 153 || [[10_Bevægeapparatet#Ankel_og_fod_(pes)|10.2.13]] || 
| helvedesild  || 72 || [[5_Hjertet#Hjertebanken_(palpitationer)|5.1.4]] || 
| hemiparese  || 161 || [[11_Centralnervesystemet#Kraftnedsættelse|11.1.8]] || 
| hemiparese  || 170 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| hemiplegi  || 170 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| hernier  || 49 || [[3_Indlæggelsesnotatet#Lysker_(regiones_inguinales)|3.2.14]] || 
| herpes zoster  || 72 || [[5_Hjertet#Hjertebanken_(palpitationer)|5.1.4]] || 
| herpes zoster  || 89 || [[6_Lunger_og_luftveje#Objektiv_undersøgelse|6.2]] || 
| hjernenerver  || 52 || [[3_Indlæggelsesnotatet#Neurologisk|3.2.20]] || 
| hjernenerver  || 166 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| hjernetumor  || 156 || [[11_Centralnervesystemet#Svimmelhed_(vertigo)|11.1.2]] || 
| hjertebanken  || 72 || [[5_Hjertet#Hjertebanken_(palpitationer)|5.1.4]] || 
| hjerteinsufficiens  || 74 || [[5_Hjertet#Inspektion,_palpation_og_perkussion|5.2.1]] || 
| hjertekrampe  || 69 || [[5_Hjertet#Træthed_og_funktionsnedsættelse|5.1.1]] || 
| hjertekrampe  || 88 || [[6_Lunger_og_luftveje#Brystmerter|6.1.5]] || 
| hjerterytme  || 76 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| hjertestetoskopi  || 48 || [[3_Indlæggelsesnotatet#Hjertestetoskopi_(St.c._stethoscopia_cordis)|3.2.12]] || 
| hjertestetoskopi  || 75 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| hjulben  || 152 || [[10_Bevægeapparatet#Knæet_(genu)|10.2.12]] || 
| hofte  || 151 || [[10_Bevægeapparatet#Hofte_og_bækken|10.2.11]] || 
| Homans tegn  || 186 || [[12_Det_perifere_karsystem#Auskultation|12.2.2]] || 
| hormoner  || 130 || [[9_Kvindelige_kønsorganer#Hormoner_og_antikonception|9.1.4]] || 
| hoste  || 85 || [[6_Lunger_og_luftveje#Hvæsen_og_piben|6.1.2]] || 
| hoved  || 165 || [[11_Centralnervesystemet#Hoved,_hals_og_rygsøjle_(cranium,_collum_et_columna_vertebralis)|11.2.4]] || 
| hovedpine  || 155 || [[11_Centralnervesystemet#Hovedpine_(cephalalgia)|11.1.1]] || 
| hud  || 40 || [[3_Indlæggelsesnotatet#Øvrige_organsystemer|3.1.8]] || 
| hud  || 53 || [[3_Indlæggelsesnotatet#Hud|3.2.21]] || 
| hud  || 194 || [[14_Hud#|14]] || 
| hudafskrabning  || 199 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| hudturgor  || 65 || [[4_Almene_symptomer_og_fund#Farve|4.2.3]] || 
| hukommelse  || 163 || [[11_Centralnervesystemet#Objektiv_psykisk_tilstand|11.2.2]] || 
| hukommelsestab  || 157 || [[11_Centralnervesystemet#Svimmelhed_(vertigo)|11.1.2]] || 
| hungersmerter  || 100 || [[7_Mave-tarm-systemet#Halsbrand_(pyrosis)|7.1.3]] || 
| hvæsen  || 85 || [[6_Lunger_og_luftveje#Hvæsen_og_piben|6.1.2]] || 
| hydartron  || 152 || [[10_Bevægeapparatet#Knæet_(genu)|10.2.12]] || 
| hydreringsgrad  || 44 || [[3_Indlæggelsesnotatet#Almene_fund|3.2.1]] || 
| hydreringsgrad  || 64 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || 
| hydrocele  || 124 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || 
| hypacusis  || 201 || [[15_Sanseorganer#|15]] || 
| hypermenoré  || 128 || [[9_Kvindelige_kønsorganer#Blødningsforstyrrelser|9.1.1]] || 
| hyperrefleksi  || 173 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| hypertensiv hjertesygdom  || 71 || [[5_Hjertet#Træthed_og_funktionsnedsættelse|5.1.1]] || 
| hypertoni  || 169 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| hypertrofisk kardiomyopati  || 71 || [[5_Hjertet#Træthed_og_funktionsnedsættelse|5.1.1]] || 
| hypertyreose  || 187 || [[13_Kirtler#|13]] || 
| hyperventilation  || 85 || [[6_Lunger_og_luftveje#Hvæsen_og_piben|6.1.2]] || 
| hyperventilation  || 89 || [[6_Lunger_og_luftveje#Objektiv_undersøgelse|6.2]] || 
| hyperæstesi  || 176 || [[11_Centralnervesystemet#Sensibilitet|11.2.7]] || 
| hypomenoré  || 128 || [[9_Kvindelige_kønsorganer#Blødningsforstyrrelser|9.1.1]] || 
| hypotoni  || 169 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| hypotyreose  || 188 || [[13_Kirtler#Hypotyreose|13.2.2]] || 
| hypæstesi  || 176 || [[11_Centralnervesystemet#Sensibilitet|11.2.7]] || 
| hæmartron  || 152 || [[10_Bevægeapparatet#Knæet_(genu)|10.2.12]] || 
| hæmatemese  || 87 || [[6_Lunger_og_luftveje#Brystmerter|6.1.5]] || 
| hæmatemese  || 98 || [[7_Mave-tarm-systemet#Kvalme_(nausea)_og_opkastning_(emesis)|7.1.1]] || 
| hæmatokesi  || 102 || [[7_Mave-tarm-systemet#Afføringsmønster|7.1.5]] || 
| hæmaturi  || 116 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#|8]] || 
| hæmaturi  || 120 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Ufrivillig_vandladning_(urininkontinens)|8.1.6]] || 
| hæmoptyse  || 87 || [[6_Lunger_og_luftveje#Brystmerter|6.1.5]] || 
| hæmorider  || 114 || [[7_Mave-tarm-systemet#Endetarm_(rectum)|7.2.4]] || 
| hævelse  || 139 || [[10_Bevægeapparatet#Hævelse|10.1.3]] || 
| høretab  || 201 || [[15_Sanseorganer#|15]] || 
| hånden  || 148 || [[10_Bevægeapparatet#Underarm_og_håndled_(antebrachium_et_carpus)|10.2.9]] || 
#N/A
| Bogstav: I || 210 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-I.mp3</html5media>
| i.m.  || 55 || [[3_Indlæggelsesnotatet#Plan|3.4]] || 
| i.v.  || 55 || [[3_Indlæggelsesnotatet#Plan|3.4]] || 
| icterus  || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || 
| icterus  || 63 || [[4_Almene_symptomer_og_fund#Farve|4.2.3]] || 
| icterus  || 103 || [[7_Mave-tarm-systemet#Gulsot_(icterus)|7.1.6]] || 
| ileus  || 98 || [[7_Mave-tarm-systemet#Kvalme_(nausea)_og_opkastning_(emesis)|7.1.1]] || 
| iltmætning  || 44 || [[3_Indlæggelsesnotatet#Almene_fund|3.2.1]] || 
| impotens  || 182 || [[12_Det_perifere_karsystem#Øvrige_symptomer|12.1.4]] || 
| indikation  || 25 || [[2_Sygehusjournalen#|2]] || 
| indirekte ømhed  || 141 || [[10_Bevægeapparatet#Palpation|10.2.3]] || 
#N/A
| infektion  || 140 || [[10_Bevægeapparatet#Objektiv_undersøgelse|10.2]] || 
| inflammation  || 140 || [[10_Bevægeapparatet#Objektiv_undersøgelse|10.2]] || 
| ingvinoskrotalt hernie  || 124 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || 
| inj.  || 55 || [[3_Indlæggelsesnotatet#Plan|3.4]] || 
| inkontinens  || 116 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#|8]] || 
| inkontinens  || 120 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Ufrivillig_vandladning_(urininkontinens)|8.1.6]] || 
| inspektion  || 44 || [[3_Indlæggelsesnotatet#Almene_fund|3.2.1]] || 
| ischuria paradoxa  || 120 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Ufrivillig_vandladning_(urininkontinens)|8.1.6]] || 
| iskæmisk hjertesygdom  || 69 || [[5_Hjertet#Træthed_og_funktionsnedsættelse|5.1.1]] || 
| iskæmisk hjertesygdom  || 89 || [[6_Lunger_og_luftveje#Objektiv_undersøgelse|6.2]] || 
#N/A
| Bogstav: J || 211 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-J.mp3</html5media>
| journal  || 25 || [[2_Sygehusjournalen#|2]] || 
| journal disposition  || 27 || [[2_Sygehusjournalen#Journaltekstens_disposition|2.3]] || 
| journal disposition  || 31 || [[3_Indlæggelsesnotatet#|3]] || 
| journal formål  || 25 || [[2_Sygehusjournalen#|2]] || 
| journal indhold  || 25 || [[2_Sygehusjournalen#|2]] || 
| journal opbygning  || 25 || [[2_Sygehusjournalen#|2]] || 
| journal opbygning  || 31 || [[3_Indlæggelsesnotatet#|3]] || 
| journalhovedet  || 31 || [[3_Indlæggelsesnotatet#|3]] || 
| journalpligt  || 25 || [[2_Sygehusjournalen#|2]] || 
#N/A
| Bogstav: K || 211 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-K.mp3</html5media>
| kakeksi  || 62 || [[4_Almene_symptomer_og_fund#Almentilstand|4.2.1]] || 
| kankrofobi  || 60 || [[4_Almene_symptomer_og_fund#Vægttab|4.1.4]] || 
| kapillærresponset  || 184 || [[12_Det_perifere_karsystem#Inspektion|12.2.1]] || 
| kardio-pulmonalt  || 40 || [[3_Indlæggelsesnotatet#Øvrige_organsystemer|3.1.8]] || 
| katarakt  || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || 
| Kernigs tegn  || 165 || [[11_Centralnervesystemet#Hoved,_hals_og_rygsøjle_(cranium,_collum_et_columna_vertebralis)|11.2.4]] || 
| klik  || 78 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| kløe  || 194 || [[14_Hud#|14]] || 
| knyster  || 153 || [[10_Bevægeapparatet#Ankel_og_fod_(pes)|10.2.13]] || 
| knæet  || 152 || [[10_Bevægeapparatet#Knæet_(genu)|10.2.12]] || 
| KOL  || 60 || [[4_Almene_symptomer_og_fund#Vægttab|4.1.4]] || 
| kondylomer  || 123 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || 
| kondylomer  || 132 || [[9_Kvindelige_kønsorganer#Objektivt|9.2]] || 
| konferencebeslutninger  || 27 || [[2_Sygehusjournalen#Journaltekstens_disposition|2.3]] || 
| konklusion  || 53 || [[3_Indlæggelsesnotatet#Hud|3.2.21]] || 
| kontinuationer  || 26 || [[2_Sygehusjournalen#|2]] || 
| korrespondancer  || 26 || [[2_Sygehusjournalen#|2]] || 
| kraft  || 170 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| kraftnedsættelse  || 161 || [[11_Centralnervesystemet#Kraftnedsættelse|11.1.8]] || 
| kramper  || 158 || [[11_Centralnervesystemet#Kramper_(convulsioner)|11.1.4]] || 
| kronisk medtagelse  || 62 || [[4_Almene_symptomer_og_fund#Almentilstand|4.2.1]] || 
| kronisk obstruktiv lungelidelse  || 85 || [[6_Lunger_og_luftveje#Hvæsen_og_piben|6.1.2]] || 
| Kussmauls respiration  || 89 || [[6_Lunger_og_luftveje#Objektiv_undersøgelse|6.2]] || 
| kutan berøringssans  || 176 || [[11_Centralnervesystemet#Sensibilitet|11.2.7]] || 
| kvadel  || 197 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| kvalme  || 59 || [[4_Almene_symptomer_og_fund#Appetitløshed|4.1.3]] || 
| kvalme  || 98 || [[7_Mave-tarm-systemet#Kvalme_(nausea)_og_opkastning_(emesis)|7.1.1]] || 
| kvindelige kønsorganer  || 127 || [[9_Kvindelige_kønsorganer#|9]] || 
| kønsvorter  || 132 || [[9_Kvindelige_kønsorganer#Objektivt|9.2]] || 
#N/A
| Bogstav: L || 211 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-L.mp3</html5media>
| laboratorieark  || 26 || [[2_Sygehusjournalen#|2]] || 
| laktation  || 190 || [[13_Kirtler#|13.4]] || 
| lammelse  || 161 || [[11_Centralnervesystemet#Kraftnedsættelse|11.1.8]] || 
| laryngitis  || 85 || [[6_Lunger_og_luftveje#Hvæsen_og_piben|6.1.2]] || 
| Lasègues prøve  || 144 || [[10_Bevægeapparatet#Regional_undersøgelse|10.2.5]] || 
| ledhævelse  || 139 || [[10_Bevægeapparatet#Hævelse|10.1.3]] || 
| ledskred  || 145 || [[10_Bevægeapparatet#Skulder_(regio_glenohumerale)|10.2.7]] || 
| ledstivhed  || 138 || [[10_Bevægeapparatet#Stivhed|10.1.2]] || 
| lemmet  || 122 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || 
| leverstigmata  || 109 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| lille obs  || 54 || [[3_Indlæggelsesnotatet#Plan|3.4]] || 
| lipotymi  || 156 || [[11_Centralnervesystemet#Svimmelhed_(vertigo)|11.1.2]] || 
| lividitet  || 183 || [[12_Det_perifere_karsystem#Inspektion|12.2.1]] || 
| lukkede spørgsmål  || 20 || [[1_Mødet_mellem_læge_og_patient#Samtaleteknik|1.3]] || 
| luksationer  || 145 || [[10_Bevægeapparatet#Skulder_(regio_glenohumerale)|10.2.7]] || 
| lungebetændelse  || 72 || [[5_Hjertet#Hjertebanken_(palpitationer)|5.1.4]] || 
| lungebetændelse  || 87 || [[6_Lunger_og_luftveje#Brystmerter|6.1.5]] || 
| lungeemboli  || 87 || [[6_Lunger_og_luftveje#Brystmerter|6.1.5]] || 
| lungegrænser  || 93 || [[6_Lunger_og_luftveje#Palpation|6.2.2]] || 
| lungehindebetændelse  || 72 || [[5_Hjertet#Hjertebanken_(palpitationer)|5.1.4]] || 
| lungestetoskopi  || 47 || [[3_Indlæggelsesnotatet#Thorax|3.2.9]] || 
| lungestetoskopi  || 94 || [[6_Lunger_og_luftveje#Auskultation_(stethoscopia_pulmonum;_st.p.,_lungestetoskopi)|6.2.4]] || 
| lungeødem  || 73 || [[5_Hjertet#Vand_i_benene_(ødemer)|5.1.5]] || 
| lymfadenopati  || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || 
| lymfadenopati  || 65 || [[4_Almene_symptomer_og_fund#Farve|4.2.3]] || 
| lymfeknuder  || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || 
| lymfeknuder  || 65 || [[4_Almene_symptomer_og_fund#Farve|4.2.3]] || 
| lysker  || 49 || [[3_Indlæggelsesnotatet#Lysker_(regiones_inguinales)|3.2.14]] || 
| lysreaktion  || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || 
| lægeloven  || 25 || [[2_Sygehusjournalen#|2]] || 
#N/A
| Bogstav: M || 211 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-M.mp3</html5media>
| macula  || 197 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| madlede  || 59 || [[4_Almene_symptomer_og_fund#Appetitløshed|4.1.3]] || 
| makroskopisk hæmaturi  || 120 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Ufrivillig_vandladning_(urininkontinens)|8.1.6]] || 
| malokklusion  || 105 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| mammae  || 190 || [[13_Kirtler#|13.4]] || 
| mandlige kønsorganer  || 50 || [[3_Indlæggelsesnotatet#Mandlige_kønsorganer_(genitalia_masculina)|3.2.15]] || 
| mandlige kønsorganer  || 116 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#|8]] || 
| manus  || 148 || [[10_Bevægeapparatet#Underarm_og_håndled_(antebrachium_et_carpus)|10.2.9]] || 
| marisker  || 114 || [[7_Mave-tarm-systemet#Endetarm_(rectum)|7.2.4]] || 
| mastalgi  || 190 || [[13_Kirtler#|13.4]] || 
| mavesmerter  || 99 || [[7_Mave-tarm-systemet#Halsbrand_(pyrosis)|7.1.3]] || 
| mavesår  || 72 || [[5_Hjertet#Hjertebanken_(palpitationer)|5.1.4]] || 
| mavesår  || 100 || [[7_Mave-tarm-systemet#Halsbrand_(pyrosis)|7.1.3]] || 
| mavesår  || 106 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| mb. Basedow  || 187 || [[13_Kirtler#|13]] || 
| medicin  || 41 || [[3_Indlæggelsesnotatet#Medicin|3.1.9]] || 
| melaena  || 102 || [[7_Mave-tarm-systemet#Afføringsmønster|7.1.5]] || 
| menarche  || 128 || [[9_Kvindelige_kønsorganer#Blødningsforstyrrelser|9.1.1]] || 
| meningitis  || 156 || [[11_Centralnervesystemet#Svimmelhed_(vertigo)|11.1.2]] || 
| meningitis  || 165 || [[11_Centralnervesystemet#Hoved,_hals_og_rygsøjle_(cranium,_collum_et_columna_vertebralis)|11.2.4]] || 
| menopause  || 128 || [[9_Kvindelige_kønsorganer#Blødningsforstyrrelser|9.1.1]] || 
| menoragi  || 128 || [[9_Kvindelige_kønsorganer#Blødningsforstyrrelser|9.1.1]] || 
| menostasi  || 128 || [[9_Kvindelige_kønsorganer#Blødningsforstyrrelser|9.1.1]] || 
| metastaser  || 66 || [[4_Almene_symptomer_og_fund#Farve|4.2.3]] || 
| metroragi  || 128 || [[9_Kvindelige_kønsorganer#Blødningsforstyrrelser|9.1.1]] || 
| mikrobiologi  || 26 || [[2_Sygehusjournalen#|2]] || 
| mikroskopisk hæmaturi  || 120 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Ufrivillig_vandladning_(urininkontinens)|8.1.6]] || 
| miosis  || 205 || [[15_Sanseorganer#Øjne|15.2.2]] || 
| misbrug  || 42 || [[3_Indlæggelsesnotatet#Tobak,_alkohol_og_øvrigt_misbrug|3.1.10]] || 
| miseries-præget  || 62 || [[4_Almene_symptomer_og_fund#Almentilstand|4.2.1]] || 
| misfarvning  || 63 || [[4_Almene_symptomer_og_fund#Farve|4.2.3]] || 
| mislyde  || 78 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| mitralinsufficiens  || 81 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| mitralklik  || 78 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| mitralstenose  || 82 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| mononukleose  || 104 || [[7_Mave-tarm-systemet#Mund_og_svælg_(cavum_oris_et_fauces)|7.2.1]] || 
| mononukleose  || 110 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| motorisk  || 52 || [[3_Indlæggelsesnotatet#Neurologisk|3.2.20]] || 
| mund 46,  || 104 || [[7_Mave-tarm-systemet#Mund_og_svælg_(cavum_oris_et_fauces)|7.2.1]] || 
| Murphys tegn  || 110 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| muskelværn  || 108 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| mydriasis  || 205 || [[15_Sanseorganer#Øjne|15.2.2]] || 
| myksødem  || 188 || [[13_Kirtler#Hypotyreose|13.2.2]] || 
| mælkeflåd  || 190 || [[13_Kirtler#|13.4]] || 
#N/A
| Bogstav: N || 212 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-N.mp3</html5media>
| N. abducens  || 167 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| N. accessorius  || 168 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| N. facialis  || 168 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| N. glossopharyngeus  || 168 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| N. hypoglossus  || 168 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| N. medianus  || 150 || [[10_Bevægeapparatet#Underarm_og_håndled_(antebrachium_et_carpus)|10.2.9]] || 
| N. oculomotorius  || 167 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| N. opticus  || 167 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| N. radialis  || 150 || [[10_Bevægeapparatet#Underarm_og_håndled_(antebrachium_et_carpus)|10.2.9]] || 
| N. trigeminus  || 167 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| N. trochlearis  || 167 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| N. ulnaris  || 150 || [[10_Bevægeapparatet#Underarm_og_håndled_(antebrachium_et_carpus)|10.2.9]] || 
| N. vagus  || 168 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| N. vestibulocochlearis  || 168 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| nakkestivhed  || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || 
| nakkestivhed  || 165 || [[11_Centralnervesystemet#Hoved,_hals_og_rygsøjle_(cranium,_collum_et_columna_vertebralis)|11.2.4]] || 
| nates  || 114 || [[7_Mave-tarm-systemet#Endetarm_(rectum)|7.2.4]] || 
| nausea  || 98 || [[7_Mave-tarm-systemet#Kvalme_(nausea)_og_opkastning_(emesis)|7.1.1]] || 
| nautisk vertigo  || 202 || [[15_Sanseorganer#Øresusen_(tinnitus)|15.1.2]] || 
| nekrose  || 183 || [[12_Det_perifere_karsystem#Inspektion|12.2.1]] || 
| nervøs spisevægring  || 60 || [[4_Almene_symptomer_og_fund#Vægttab|4.1.4]] || 
| neurologisk  || 52 || [[3_Indlæggelsesnotatet#Neurologisk|3.2.20]] || 
| neurovaskulære forhold  || 140 || [[10_Bevægeapparatet#Objektiv_undersøgelse|10.2]] || 
| noduli rheumatici  || 147 || [[10_Bevægeapparatet#Albuen_(cubitus)|10.2.8]] || 
| nuværende  || 37 || [[3_Indlæggelsesnotatet#Nuværende/aktuelt|3.1.7]] || 
| nuværende  || 39 || [[3_Indlæggelsesnotatet#Øvrige_organsystemer|3.1.8]] || 
| nykturi  || 116 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#|8]] || 
| nykturi  || 119 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Pludselig_vandlandingstrang_(urge)_og_hyppige_vandladninger_(pollakisuri,_nykturi)|8.1.4]] || 
| nyrebækkenbetændelse  || 117 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Smerter|8.1.2]] || 
| nyreloger, frie  || 49 || [[3_Indlæggelsesnotatet#Lysker_(regiones_inguinales)|3.2.14]] || 
| nyrer  || 116 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#|8]] || 
| nyresten  || 117 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Smerter|8.1.2]] || 
#N/A
| Bogstav: O || 212 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-O.mp3</html5media>
| objektiv undersøgelse  || 61 || [[4_Almene_symptomer_og_fund#Objektiv_undersøgelse|4.2]] || 
| objektivt  || 28 || [[2_Sygehusjournalen#Journaltekstens_disposition|2.3]] || 
| objektivt  || 43 || [[3_Indlæggelsesnotatet#Objektivt|3.2]] || 
| obs causa  || 54 || [[3_Indlæggelsesnotatet#Plan|3.4]] || 
| obs pro  || 54 || [[3_Indlæggelsesnotatet#Plan|3.4]] || 
| obstipatio  || 101 || [[7_Mave-tarm-systemet#Afføringsmønster|7.1.5]] || 
| oligomenoré  || 128 || [[9_Kvindelige_kønsorganer#Blødningsforstyrrelser|9.1.1]] || 
| oliguri  || 122 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || 
| omvendt Lasègue  || 144 || [[10_Bevægeapparatet#Regional_undersøgelse|10.2.5]] || 
| operationsbeskrivelser  || 27 || [[2_Sygehusjournalen#Journaltekstens_disposition|2.3]] || 
| opkastning  || 98 || [[7_Mave-tarm-systemet#Kvalme_(nausea)_og_opkastning_(emesis)|7.1.1]] || 
| opspyt  || 86 || [[6_Lunger_og_luftveje#|6.1.4]] || 
| ordinationer  || 28 || [[2_Sygehusjournalen#Journaltekstens_disposition|2.3]] || 
| organomegali  || 109 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| orientering  || 163 || [[11_Centralnervesystemet#Objektiv_psykisk_tilstand|11.2.2]] || 
| ortopnø  || 69 || [[5_Hjertet#Træthed_og_funktionsnedsættelse|5.1.1]] || 
| ortopnø  || 84 || [[6_Lunger_og_luftveje#Åndenød_(dyspnø)|6.1.1]] || 
| ortostatisk hypotension  || 59 || [[4_Almene_symptomer_og_fund#Appetitløshed|4.1.3]] || 
| osteoartrose  || 137 || [[10_Bevægeapparatet#Smerter|10.1.1]] || 
| osteoporose  || 137 || [[10_Bevægeapparatet#Smerter|10.1.1]] || 
| otoskopi  || 203 || [[15_Sanseorganer#Synstab_(amblyopia_et_amaurosis)|15.1.4]] || 
| overhydreret  || 64 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || 
#N/A
| Bogstav: P || 213 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-P.mp3</html5media>
| p.n.  || 55 || [[3_Indlæggelsesnotatet#Plan|3.4]] || 
| p.o.  || 55 || [[3_Indlæggelsesnotatet#Plan|3.4]] || 
| pallor  || 64 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || 
| palpation  || 44 || [[3_Indlæggelsesnotatet#Almene_fund|3.2.1]] || 
| palpitationer  || 72 || [[5_Hjertet#Hjertebanken_(palpitationer)|5.1.4]] || 
| pankreatit  || 72 || [[5_Hjertet#Hjertebanken_(palpitationer)|5.1.4]] || 
| pankreatit  || 100 || [[7_Mave-tarm-systemet#Halsbrand_(pyrosis)|7.1.3]] || 
| pankreatit  || 102 || [[7_Mave-tarm-systemet#Afføringsmønster|7.1.5]] || 
| papel  || 197 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| paradoks respiration  || 91 || [[6_Lunger_og_luftveje#Inspektion|6.2.1]] || 
| paralyse  || 161 || [[11_Centralnervesystemet#Kraftnedsættelse|11.1.8]] || 
| paralyse  || 170 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| paraplegi  || 170 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| parese  || 161 || [[11_Centralnervesystemet#Kraftnedsættelse|11.1.8]] || 
| parese  || 170 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| paræstesi  || 160 || [[11_Centralnervesystemet#Synsforstyrrelser|11.1.6]] || 
| paræstesi  || 176 || [[11_Centralnervesystemet#Sensibilitet|11.2.7]] || 
| passiv bevægelighed  || 141 || [[10_Bevægeapparatet#Palpation|10.2.3]] || 
